run,step,query_idx,query_text,kb_size_bytes,file_count,model,vector_store_id,elapsed_ms,input_tokens,output_tokens,provider_server_latency_ms,throughput_output_tokens_per_sec,has_citation
1,7,6,How should uncertainty be communicated when model predictions rely on extrapolated property data outside measured temperature ranges.,72725,7,gpt-4o-mini,vs_69d64abbae308191b3d16dff593a08ab,26511.311,17103,372,26418,14.081,True
1,8,1,"For Inconel 718, summarize likely effects of solution treatment temperature on yield strength and what assumptions should be tracked.",83099,8,gpt-4o-mini,vs_69d64b73c4208191a2b76958e6ae7be6,146077.535,17653,1055,145967,7.228,True
1,8,2,"For Ti-6Al-4V, explain how cooling rate after heat treatment can shift the strength-ductility balance and what data gaps matter most.",83099,8,gpt-4o-mini,vs_69d64b73c4208191a2b76958e6ae7be6,44267.052,17337,611,44212,13.82,True
1,8,3,"For porous Al2O3 ceramic, describe why thermal conductivity trends with porosity and list boundary-condition assumptions a simulation should report.",83099,8,gpt-4o-mini,vs_69d64b73c4208191a2b76958e6ae7be6,23230.023,17270,500,23179,21.571,False
1,8,4,Compare Inconel 718 and CoCrFeMnNi for high-temperature service: what properties are most relevant and what uncertainties should be documented.,83099,8,gpt-4o-mini,vs_69d64b73c4208191a2b76958e6ae7be6,72323.57,17630,896,72263,12.399,False
1,8,5,"Given a materials simulation matrix, what minimum checks should be used to validate physical plausibility versus operational usefulness.",83099,8,gpt-4o-mini,vs_69d64b73c4208191a2b76958e6ae7be6,23388.393,17304,367,23306,15.747,False
1,8,6,How should uncertainty be communicated when model predictions rely on extrapolated property data outside measured temperature ranges.,83099,8,gpt-4o-mini,vs_69d64b73c4208191a2b76958e6ae7be6,53559.05,17340,461,53258,8.656,True
1,9,1,"For Inconel 718, summarize likely effects of solution treatment temperature on yield strength and what assumptions should be tracked.",93548,9,gpt-4o-mini,vs_69d64cf80d888191bce3f475005fbaeb,140671.143,18086,857,140564,6.097,False
1,9,2,"For Ti-6Al-4V, explain how cooling rate after heat treatment can shift the strength-ductility balance and what data gaps matter most.",93548,9,gpt-4o-mini,vs_69d64cf80d888191bce3f475005fbaeb,29334.347,17192,658,29281,22.472,False
1,9,3,"For porous Al2O3 ceramic, describe why thermal conductivity trends with porosity and list boundary-condition assumptions a simulation should report.",93548,9,gpt-4o-mini,vs_69d64cf80d888191bce3f475005fbaeb,17189.352,17272,455,17128,26.565,False
1,9,4,Compare Inconel 718 and CoCrFeMnNi for high-temperature service: what properties are most relevant and what uncertainties should be documented.,93548,9,gpt-4o-mini,vs_69d64cf80d888191bce3f475005fbaeb,39548.498,17483,896,39453,22.711,False
1,9,5,"Given a materials simulation matrix, what minimum checks should be used to validate physical plausibility versus operational usefulness.",93548,9,gpt-4o-mini,vs_69d64cf80d888191bce3f475005fbaeb,16252.578,16984,366,16159,22.65,False
1,9,6,How should uncertainty be communicated when model predictions rely on extrapolated property data outside measured temperature ranges.,93548,9,gpt-4o-mini,vs_69d64cf80d888191bce3f475005fbaeb,32208.324,16949,447,32152,13.903,False
1,10,1,"For Inconel 718, summarize likely effects of solution treatment temperature on yield strength and what assumptions should be tracked.",104002,10,gpt-4o-mini,vs_69d64e17551c8191b69ddf01b979b18c,84061.009,17097,854,83996,10.167,True
1,10,2,"For Ti-6Al-4V, explain how cooling rate after heat treatment can shift the strength-ductility balance and what data gaps matter most.",104002,10,gpt-4o-mini,vs_69d64e17551c8191b69ddf01b979b18c,46747.008,16971,682,46692,14.606,True
1,10,3,"For porous Al2O3 ceramic, describe why thermal conductivity trends with porosity and list boundary-condition assumptions a simulation should report.",104002,10,gpt-4o-mini,vs_69d64e17551c8191b69ddf01b979b18c,24942.785,17243,442,24864,17.777,True
1,10,4,Compare Inconel 718 and CoCrFeMnNi for high-temperature service: what properties are most relevant and what uncertainties should be documented.,104002,10,gpt-4o-mini,vs_69d64e17551c8191b69ddf01b979b18c,49470.906,17517,921,49393,18.646,False
1,10,5,"Given a materials simulation matrix, what minimum checks should be used to validate physical plausibility versus operational usefulness.",104002,10,gpt-4o-mini,vs_69d64e17551c8191b69ddf01b979b18c,26701.178,17254,562,26617,21.114,False
1,10,6,How should uncertainty be communicated when model predictions rely on extrapolated property data outside measured temperature ranges.,104002,10,gpt-4o-mini,vs_69d64e17551c8191b69ddf01b979b18c,40098.348,17275,342,39850,8.582,False
1,11,1,"For Inconel 718, summarize likely effects of solution treatment temperature on yield strength and what assumptions should be tracked.",114451,11,gpt-4o-mini,vs_69d64fb4fc20819187b6c31f61f9c220,40135.657,17639,698,40083,17.414,True
1,11,2,"For Ti-6Al-4V, explain how cooling rate after heat treatment can shift the strength-ductility balance and what data gaps matter most.",114451,11,gpt-4o-mini,vs_69d64fb4fc20819187b6c31f61f9c220,31465.147,17316,605,31377,19.282,True
1,11,3,"For porous Al2O3 ceramic, describe why thermal conductivity trends with porosity and list boundary-condition assumptions a simulation should report.",114451,11,gpt-4o-mini,vs_69d64fb4fc20819187b6c31f61f9c220,33663.188,17321,487,33613,14.488,True
1,11,4,Compare Inconel 718 and CoCrFeMnNi for high-temperature service: what properties are most relevant and what uncertainties should be documented.,114451,11,gpt-4o-mini,vs_69d64fb4fc20819187b6c31f61f9c220,30669.823,17092,738,30573,24.139,False
1,11,5,"Given a materials simulation matrix, what minimum checks should be used to validate physical plausibility versus operational usefulness.",114451,11,gpt-4o-mini,vs_69d64fb4fc20819187b6c31f61f9c220,17924.993,17289,337,17865,18.864,True
1,11,6,How should uncertainty be communicated when model predictions rely on extrapolated property data outside measured temperature ranges.,114451,11,gpt-4o-mini,vs_69d64fb4fc20819187b6c31f61f9c220,35702.289,16760,480,35646,13.466,False
1,12,1,"For Inconel 718, summarize likely effects of solution treatment temperature on yield strength and what assumptions should be tracked.",124871,12,gpt-4o-mini,vs_69d6507fee3481918c9ccd51fadece18,148168.271,18405,891,148083,6.017,False
1,12,2,"For Ti-6Al-4V, explain how cooling rate after heat treatment can shift the strength-ductility balance and what data gaps matter most.",124871,12,gpt-4o-mini,vs_69d6507fee3481918c9ccd51fadece18,47052.299,17483,706,46967,15.032,True
1,12,3,"For porous Al2O3 ceramic, describe why thermal conductivity trends with porosity and list boundary-condition assumptions a simulation should report.",124871,12,gpt-4o-mini,vs_69d6507fee3481918c9ccd51fadece18,27151.199,17315,477,27035,17.644,True
1,12,4,Compare Inconel 718 and CoCrFeMnNi for high-temperature service: what properties are most relevant and what uncertainties should be documented.,124871,12,gpt-4o-mini,vs_69d6507fee3481918c9ccd51fadece18,75143.284,17635,912,75057,12.151,False
1,12,5,"Given a materials simulation matrix, what minimum checks should be used to validate physical plausibility versus operational usefulness.",124871,12,gpt-4o-mini,vs_69d6507fee3481918c9ccd51fadece18,15583.344,17291,390,15524,25.122,True
1,12,6,How should uncertainty be communicated when model predictions rely on extrapolated property data outside measured temperature ranges.,124871,12,gpt-4o-mini,vs_69d6507fee3481918c9ccd51fadece18,92416.742,17502,606,92317,6.564,False
1,13,1,"For Inconel 718, summarize likely effects of solution treatment temperature on yield strength and what assumptions should be tracked.",135223,13,gpt-4o-mini,vs_69d65223c2e08191a5a156db9db09da5,157759.878,18026,859,157706,5.447,True
1,13,2,"For Ti-6Al-4V, explain how cooling rate after heat treatment can shift the strength-ductility balance and what data gaps matter most.",135223,13,gpt-4o-mini,vs_69d65223c2e08191a5a156db9db09da5,45656.29,17427,630,45561,13.828,True
1,13,3,"For porous Al2O3 ceramic, describe why thermal conductivity trends with porosity and list boundary-condition assumptions a simulation should report.",135223,13,gpt-4o-mini,vs_69d65223c2e08191a5a156db9db09da5,22283.458,17247,444,22235,19.969,True
1,13,4,Compare Inconel 718 and CoCrFeMnNi for high-temperature service: what properties are most relevant and what uncertainties should be documented.,135223,13,gpt-4o-mini,vs_69d65223c2e08191a5a156db9db09da5,64409.326,17479,804,64321,12.5,False
1,13,5,"Given a materials simulation matrix, what minimum checks should be used to validate physical plausibility versus operational usefulness.",135223,13,gpt-4o-mini,vs_69d65223c2e08191a5a156db9db09da5,34637.239,17014,399,34584,11.537,True
1,13,6,How should uncertainty be communicated when model predictions rely on extrapolated property data outside measured temperature ranges.,135223,13,gpt-4o-mini,vs_69d65223c2e08191a5a156db9db09da5,61478.383,17004,419,61393,6.825,False
1,14,1,"For Inconel 718, summarize likely effects of solution treatment temperature on yield strength and what assumptions should be tracked.",145724,14,gpt-4o-mini,vs_69d653b8be348191a6e050aa4f7dd47e,169442.748,18052,1174,169383,6.931,False
1,14,2,"For Ti-6Al-4V, explain how cooling rate after heat treatment can shift the strength-ductility balance and what data gaps matter most.",145724,14,gpt-4o-mini,vs_69d653b8be348191a6e050aa4f7dd47e,43480.784,17376,613,43432,14.114,True
1,14,3,"For porous Al2O3 ceramic, describe why thermal conductivity trends with porosity and list boundary-condition assumptions a simulation should report.",145724,14,gpt-4o-mini,vs_69d653b8be348191a6e050aa4f7dd47e,13839.446,17296,413,13714,30.115,True
1,14,4,Compare Inconel 718 and CoCrFeMnNi for high-temperature service: what properties are most relevant and what uncertainties should be documented.,145724,14,gpt-4o-mini,vs_69d653b8be348191a6e050aa4f7dd47e,69100.309,17593,928,69036,13.442,True
1,14,5,"Given a materials simulation matrix, what minimum checks should be used to validate physical plausibility versus operational usefulness.",145724,14,gpt-4o-mini,vs_69d653b8be348191a6e050aa4f7dd47e,20180.059,17264,292,20117,14.515,True
1,14,6,How should uncertainty be communicated when model predictions rely on extrapolated property data outside measured temperature ranges.,145724,14,gpt-4o-mini,vs_69d653b8be348191a6e050aa4f7dd47e,25841.56,16576,353,25757,13.705,True
1,15,1,"For Inconel 718, summarize likely effects of solution treatment temperature on yield strength and what assumptions should be tracked.",155786,15,gpt-4o-mini,vs_69d655220a7081918ff42b9dbed50608,74195.288,17761,804,74111,10.849,True
1,15,2,"For Ti-6Al-4V, explain how cooling rate after heat treatment can shift the strength-ductility balance and what data gaps matter most.",155786,15,gpt-4o-mini,vs_69d655220a7081918ff42b9dbed50608,31349.829,17238,563,31287,17.995,False
1,15,3,"For porous Al2O3 ceramic, describe why thermal conductivity trends with porosity and list boundary-condition assumptions a simulation should report.",155786,15,gpt-4o-mini,vs_69d655220a7081918ff42b9dbed50608,18257.766,17095,479,18202,26.316,True
1,15,4,Compare Inconel 718 and CoCrFeMnNi for high-temperature service: what properties are most relevant and what uncertainties should be documented.,155786,15,gpt-4o-mini,vs_69d655220a7081918ff42b9dbed50608,77986.786,17645,1005,77899,12.901,True
1,15,5,"Given a materials simulation matrix, what minimum checks should be used to validate physical plausibility versus operational usefulness.",155786,15,gpt-4o-mini,vs_69d655220a7081918ff42b9dbed50608,16589.035,17302,356,16471,21.614,False
1,15,6,How should uncertainty be communicated when model predictions rely on extrapolated property data outside measured temperature ranges.,155786,15,gpt-4o-mini,vs_69d655220a7081918ff42b9dbed50608,42999.654,17190,422,42750,9.871,True
1,16,1,"For Inconel 718, summarize likely effects of solution treatment temperature on yield strength and what assumptions should be tracked.",166256,16,gpt-4o-mini,vs_69d6563fca5c81919d9ecf161a1c27ff,78895.45,17928,947,78844,12.011,False
1,16,2,"For Ti-6Al-4V, explain how cooling rate after heat treatment can shift the strength-ductility balance and what data gaps matter most.",166256,16,gpt-4o-mini,vs_69d6563fca5c81919d9ecf161a1c27ff,39513.178,17059,700,39428,17.754,True
1,16,3,"For porous Al2O3 ceramic, describe why thermal conductivity trends with porosity and list boundary-condition assumptions a simulation should report.",166256,16,gpt-4o-mini,vs_69d6563fca5c81919d9ecf161a1c27ff,37391.13,17183,497,37338,13.311,True
1,16,4,Compare Inconel 718 and CoCrFeMnNi for high-temperature service: what properties are most relevant and what uncertainties should be documented.,166256,16,gpt-4o-mini,vs_69d6563fca5c81919d9ecf161a1c27ff,56415.926,17642,942,56290,16.735,False
1,16,5,"Given a materials simulation matrix, what minimum checks should be used to validate physical plausibility versus operational usefulness.",166256,16,gpt-4o-mini,vs_69d6563fca5c81919d9ecf161a1c27ff,19123.919,17286,357,19066,18.724,True
1,16,6,How should uncertainty be communicated when model predictions rely on extrapolated property data outside measured temperature ranges.,166256,16,gpt-4o-mini,vs_69d6563fca5c81919d9ecf161a1c27ff,16707.911,17282,335,16652,20.118,False
1,17,1,"For Inconel 718, summarize likely effects of solution treatment temperature on yield strength and what assumptions should be tracked.",176648,17,gpt-4o-mini,vs_69d6574d5004819181205f7ea4f7a814,151012.224,18169,1043,150963,6.909,False
1,17,2,"For Ti-6Al-4V, explain how cooling rate after heat treatment can shift the strength-ductility balance and what data gaps matter most.",176648,17,gpt-4o-mini,vs_69d6574d5004819181205f7ea4f7a814,65757.925,16880,844,65664,12.853,True
1,17,3,"For porous Al2O3 ceramic, describe why thermal conductivity trends with porosity and list boundary-condition assumptions a simulation should report.",176648,17,gpt-4o-mini,vs_69d6574d5004819181205f7ea4f7a814,33591.105,16651,404,33536,12.047,False
1,17,4,Compare Inconel 718 and CoCrFeMnNi for high-temperature service: what properties are most relevant and what uncertainties should be documented.,176648,17,gpt-4o-mini,vs_69d6574d5004819181205f7ea4f7a814,40922.475,17562,1023,40874,25.028,True
1,17,5,"Given a materials simulation matrix, what minimum checks should be used to validate physical plausibility versus operational usefulness.",176648,17,gpt-4o-mini,vs_69d6574d5004819181205f7ea4f7a814,32638.664,17300,402,32586,12.337,True
1,17,6,How should uncertainty be communicated when model predictions rely on extrapolated property data outside measured temperature ranges.,176648,17,gpt-4o-mini,vs_69d6574d5004819181205f7ea4f7a814,21795.839,996,385,21734,17.714,False
1,18,1,"For Inconel 718, summarize likely effects of solution treatment temperature on yield strength and what assumptions should be tracked.",186905,18,gpt-4o-mini,vs_69d6593d2f0c8191981c58528ebfd236,82401.757,17923,962,82308,11.688,True
1,18,2,"For Ti-6Al-4V, explain how cooling rate after heat treatment can shift the strength-ductility balance and what data gaps matter most.",186905,18,gpt-4o-mini,vs_69d6593d2f0c8191981c58528ebfd236,47395.28,17036,699,47295,14.78,True
1,18,3,"For porous Al2O3 ceramic, describe why thermal conductivity trends with porosity and list boundary-condition assumptions a simulation should report.",186905,18,gpt-4o-mini,vs_69d6593d2f0c8191981c58528ebfd236,18699.79,17251,413,18648,22.147,True
1,18,4,Compare Inconel 718 and CoCrFeMnNi for high-temperature service: what properties are most relevant and what uncertainties should be documented.,186905,18,gpt-4o-mini,vs_69d6593d2f0c8191981c58528ebfd236,119039.105,17310,1145,118984,9.623,False
1,18,5,"Given a materials simulation matrix, what minimum checks should be used to validate physical plausibility versus operational usefulness.",186905,18,gpt-4o-mini,vs_69d6593d2f0c8191981c58528ebfd236,10999.88,16918,418,10940,38.208,True
1,18,6,How should uncertainty be communicated when model predictions rely on extrapolated property data outside measured temperature ranges.,186905,18,gpt-4o-mini,vs_69d6593d2f0c8191981c58528ebfd236,68730.423,17130,581,68626,8.466,True
1,19,1,"For Inconel 718, summarize likely effects of solution treatment temperature on yield strength and what assumptions should be tracked.",197313,19,gpt-4o-mini,vs_69d65aacaf908191a6bc94de5a8e9d58,80479.698,17853,1129,80424,14.038,True
1,19,2,"For Ti-6Al-4V, explain how cooling rate after heat treatment can shift the strength-ductility balance and what data gaps matter most.",197313,19,gpt-4o-mini,vs_69d65aacaf908191a6bc94de5a8e9d58,11930.645,16631,542,11837,45.789,True
1,19,3,"For porous Al2O3 ceramic, describe why thermal conductivity trends with porosity and list boundary-condition assumptions a simulation should report.",197313,19,gpt-4o-mini,vs_69d65aacaf908191a6bc94de5a8e9d58,15011.742,17118,485,14951,32.439,True
1,19,4,Compare Inconel 718 and CoCrFeMnNi for high-temperature service: what properties are most relevant and what uncertainties should be documented.,197313,19,gpt-4o-mini,vs_69d65aacaf908191a6bc94de5a8e9d58,78251.264,17128,844,78173,10.797,False
1,19,5,"Given a materials simulation matrix, what minimum checks should be used to validate physical plausibility versus operational usefulness.",197313,19,gpt-4o-mini,vs_69d65aacaf908191a6bc94de5a8e9d58,22265.443,17251,365,22181,16.456,False
1,19,6,How should uncertainty be communicated when model predictions rely on extrapolated property data outside measured temperature ranges.,197313,19,gpt-4o-mini,vs_69d65aacaf908191a6bc94de5a8e9d58,22733.082,17235,379,22644,16.737,False
1,20,1,"For Inconel 718, summarize likely effects of solution treatment temperature on yield strength and what assumptions should be tracked.",207534,20,gpt-4o-mini,vs_69d65baa9b3481918fe80558b9265d3e,57398.547,17755,866,57344,15.102,False
1,20,2,"For Ti-6Al-4V, explain how cooling rate after heat treatment can shift the strength-ductility balance and what data gaps matter most.",207534,20,gpt-4o-mini,vs_69d65baa9b3481918fe80558b9265d3e,34283.522,16581,491,34224,14.347,True
1,20,3,"For porous Al2O3 ceramic, describe why thermal conductivity trends with porosity and list boundary-condition assumptions a simulation should report.",207534,20,gpt-4o-mini,vs_69d65baa9b3481918fe80558b9265d3e,29184.321,17283,545,29131,18.709,True
1,20,4,Compare Inconel 718 and CoCrFeMnNi for high-temperature service: what properties are most relevant and what uncertainties should be documented.,207534,20,gpt-4o-mini,vs_69d65baa9b3481918fe80558b9265d3e,101152.292,17634,1060,101092,10.485,True
1,20,5,"Given a materials simulation matrix, what minimum checks should be used to validate physical plausibility versus operational usefulness.",207534,20,gpt-4o-mini,vs_69d65baa9b3481918fe80558b9265d3e,33566.204,16851,533,33470,15.925,True
1,20,6,How should uncertainty be communicated when model predictions rely on extrapolated property data outside measured temperature ranges.,207534,20,gpt-4o-mini,vs_69d65baa9b3481918fe80558b9265d3e,32288.98,16825,471,32193,14.631,True
1,21,1,"For Inconel 718, summarize likely effects of solution treatment temperature on yield strength and what assumptions should be tracked.",217827,21,gpt-4o-mini,vs_69d65e03a4d88191b573d2b4be5e886e,163037.945,18179,1025,162980,6.289,True
1,21,2,"For Ti-6Al-4V, explain how cooling rate after heat treatment can shift the strength-ductility balance and what data gaps matter most.",217827,21,gpt-4o-mini,vs_69d65e03a4d88191b573d2b4be5e886e,24359.002,16700,625,24301,25.719,False
1,21,3,"For porous Al2O3 ceramic, describe why thermal conductivity trends with porosity and list boundary-condition assumptions a simulation should report.",217827,21,gpt-4o-mini,vs_69d65e03a4d88191b573d2b4be5e886e,92422.615,17143,497,91919,5.407,True
1,21,4,Compare Inconel 718 and CoCrFeMnNi for high-temperature service: what properties are most relevant and what uncertainties should be documented.,217827,21,gpt-4o-mini,vs_69d65e03a4d88191b573d2b4be5e886e,58763.332,17161,925,58701,15.758,True
1,21,5,"Given a materials simulation matrix, what minimum checks should be used to validate physical plausibility versus operational usefulness.",217827,21,gpt-4o-mini,vs_69d65e03a4d88191b573d2b4be5e886e,22272.731,17239,337,22216,15.169,True
1,21,6,How should uncertainty be communicated when model predictions rely on extrapolated property data outside measured temperature ranges.,217827,21,gpt-4o-mini,vs_69d65e03a4d88191b573d2b4be5e886e,20455.522,17076,348,20401,17.058,False
