run,step,query_idx,query_text,kb_size_bytes,file_count,model,vector_store_id,elapsed_ms,input_tokens,output_tokens,provider_server_latency_ms,throughput_output_tokens_per_sec,has_citation
2,1,1,"For Inconel 718, summarize likely effects of solution treatment temperature on yield strength and what assumptions should be tracked.",10205,1,gpt-4o-mini,vs_69d497951f7081919ab3dabe9f3b907b,61671.084,9905,913,61588,14.824,False
2,1,2,"For Ti-6Al-4V, explain how cooling rate after heat treatment can shift the strength-ductility balance and what data gaps matter most.",10205,1,gpt-4o-mini,vs_69d497951f7081919ab3dabe9f3b907b,15483.175,8883,640,15431,41.475,True
2,1,3,"For porous Al2O3 ceramic, describe why thermal conductivity trends with porosity and list boundary-condition assumptions a simulation should report.",10205,1,gpt-4o-mini,vs_69d497951f7081919ab3dabe9f3b907b,12365.285,8775,499,12285,40.619,True
2,1,4,Compare Inconel 718 and CoCrFeMnNi for high-temperature service: what properties are most relevant and what uncertainties should be documented.,10205,1,gpt-4o-mini,vs_69d497951f7081919ab3dabe9f3b907b,38344.106,8975,829,38273,21.66,True
2,1,5,"Given a materials simulation matrix, what minimum checks should be used to validate physical plausibility versus operational usefulness.",10205,1,gpt-4o-mini,vs_69d497951f7081919ab3dabe9f3b907b,26410.514,8780,432,26355,16.392,False
2,1,6,How should uncertainty be communicated when model predictions rely on extrapolated property data outside measured temperature ranges.,10205,1,gpt-4o-mini,vs_69d497951f7081919ab3dabe9f3b907b,9686.087,8765,304,9576,31.746,False
2,2,1,"For Inconel 718, summarize likely effects of solution treatment temperature on yield strength and what assumptions should be tracked.",20330,1,gpt-4o-mini,vs_69d49842183c8191b0825b4fd0dd50d0,197655.804,18008,1304,197497,6.603,False
2,2,2,"For Ti-6Al-4V, explain how cooling rate after heat treatment can shift the strength-ductility balance and what data gaps matter most.",20330,1,gpt-4o-mini,vs_69d49842183c8191b0825b4fd0dd50d0,41163.979,17047,504,41056,12.276,False
2,2,3,"For porous Al2O3 ceramic, describe why thermal conductivity trends with porosity and list boundary-condition assumptions a simulation should report.",20330,1,gpt-4o-mini,vs_69d49842183c8191b0825b4fd0dd50d0,31454.9,16881,540,31401,17.197,True
2,2,4,Compare Inconel 718 and CoCrFeMnNi for high-temperature service: what properties are most relevant and what uncertainties should be documented.,20330,1,gpt-4o-mini,vs_69d49842183c8191b0825b4fd0dd50d0,33897.476,16885,541,33725,16.042,False
2,2,5,"Given a materials simulation matrix, what minimum checks should be used to validate physical plausibility versus operational usefulness.",20330,1,gpt-4o-mini,vs_69d49842183c8191b0825b4fd0dd50d0,22707.416,16866,427,22575,18.915,False
2,2,6,How should uncertainty be communicated when model predictions rely on extrapolated property data outside measured temperature ranges.,20330,1,gpt-4o-mini,vs_69d49842183c8191b0825b4fd0dd50d0,30479.12,16921,389,30423,12.786,False
2,3,1,"For Inconel 718, summarize likely effects of solution treatment temperature on yield strength and what assumptions should be tracked.",30194,1,gpt-4o-mini,vs_69d499b1c1988191b9eb495bcc4ee402,37769.012,17097,579,37682,15.365,True
2,3,2,"For Ti-6Al-4V, explain how cooling rate after heat treatment can shift the strength-ductility balance and what data gaps matter most.",30194,1,gpt-4o-mini,vs_69d499b1c1988191b9eb495bcc4ee402,32928.019,17192,632,32837,19.247,False
2,3,3,"For porous Al2O3 ceramic, describe why thermal conductivity trends with porosity and list boundary-condition assumptions a simulation should report.",30194,1,gpt-4o-mini,vs_69d499b1c1988191b9eb495bcc4ee402,21237.587,17176,414,21150,19.574,False
2,3,4,Compare Inconel 718 and CoCrFeMnNi for high-temperature service: what properties are most relevant and what uncertainties should be documented.,30194,1,gpt-4o-mini,vs_69d499b1c1988191b9eb495bcc4ee402,69956.962,17482,955,69836,13.675,True
2,3,5,"Given a materials simulation matrix, what minimum checks should be used to validate physical plausibility versus operational usefulness.",30194,1,gpt-4o-mini,vs_69d499b1c1988191b9eb495bcc4ee402,14339.295,16893,416,14284,29.123,True
2,3,6,How should uncertainty be communicated when model predictions rely on extrapolated property data outside measured temperature ranges.,30194,1,gpt-4o-mini,vs_69d499b1c1988191b9eb495bcc4ee402,32231.444,16940,339,32158,10.542,True
